PROVINCIA;CIUDAD;UNIVERSIDAD;FACULTAD;CARRERA;M.POPULAR / M.ACADÉMICA;AÑO DEL ÚLTIMO PLAN DE ESTUDIOS RELEVADO;PLAN DE ESTUDIOS
Bs. As.;CABA;UNA;Área Transdepartamental de Formación Docente de la UNA;"Profesorado de Artes Musicales con orientación en Arpa
";Académica;2022;https://drive.google.com/file/d/1fBeAY7xUIU_bw6RPhqNOsBFzvN4v4jc8/view?usp=drive_link 
Bs. As.;CABA;UNA;Área Transdepartamental de Formación Docente de la UNA;"Profesorado de Artes Musicales con orientación en Saxofón
";Académica;2022;https://drive.google.com/file/d/1fBeAY7xUIU_bw6RPhqNOsBFzvN4v4jc8/view?usp=drive_link 
Bs. As.;CABA;UNA;Área Transdepartamental de Formación Docente de la UNA;"Profesorado de Artes Musicales con orientación en Bandoneón
";Académica con menciones a lo popular;2022;https://drive.google.com/file/d/1fBeAY7xUIU_bw6RPhqNOsBFzvN4v4jc8/view?usp=drive_link 
Bs. As.;CABA;UNA;Departamento de Artes Musicales y Sonoras;Tecnicatura en Composición de Arreglos Musicales;Académica y popular;2019;https://drive.google.com/file/d/1WbeC4f5_sjbhk1bluZQgwmWZM5JS3Zzs/view?usp=drive_link 
Bs. As.;CABA;UNA;Departamento de Artes Musicales y Sonoras;Lincenciatura en Artes Musicales con Orientación en Dirección Orquestal - También otorga título intermedio de Director Orquestal;Académica;2017;https://drive.google.com/file/d/1Ofy7X7FzFi3r0nP4Jr2SQWxcFA5IVWo2/view?usp=drive_link 
Bs. As.;CABA;UNA;Departamento de Artes Musicales y Sonoras;"Licenciatura en Música con orientación en Canto - También otorga el título intermedio de ""Interprete de canto""";Académica;2017;https://drive.google.com/file/d/1gLna8RJ-ZH6Mf9xIH59eYT_1q3Gk_Lis/view?usp=drive_link 
Bs. As.;CABA;UNA;Departamento de Artes Musicales y Sonoras;Profesorado de Artes Musicales con orientación en Dirección Orquestal;Académica;2022;https://drive.google.com/file/d/1GQ8Pevi8yHhkAnGozq8bnBk_XQaBchNz/view?usp=drive_link 
Bs. As.;Departamento San Martín;UNSam;Escuela de Arte y Patrimonio;Licenciatura en Música Argentina;Popular;2017;https://www.unsam.edu.ar/escuelas/eayp/386/artes/musica-argentina 
Bs. As.;Lanús;UNLa;Departamento de Humanidades y Arte;"""Licenciatura en Música de Cámara y Sinfónica"" - Título intermedio: ""Tecnico/a universitario/a en Interpretación Musical"" ";Académica;2020;https://drive.google.com/file/d/1nyta0VpEsiU6o5mT94v7Wqd8Up3QJOuO/view?usp=sharing 
Bs. As.;Avellaneda;UNDAV;"Departamento de Cultura; Arte y Comunicación";Tecnicatura en Dirección de Orquestas y Coros Infantiles y Juveniles;Académica;2018;https://drive.google.com/file/d/13JaQtyGtk1ExIMp829wtRIavN86UXPy3/view?usp=sharing
Bs. As.;Quilmes;UNQ;Escuela Universitaria de Artes;Licenciatura en Composición con Medios Electroacústicos;Académica;2015;https://drive.google.com/file/d/1QFjaHZ9uyGAylL5Nno7rTDmlKD9C1ZqB/view?usp=drive_link
Bs. As.;Quilmes;UNQ;Escuela Universitaria de Artes;Licenciatura en Música y Técnología;Académica;2015;https://drive.google.com/file/d/1M8Aoce2MkEC3zykI0outVWHq5PIz8R77/view
Bs. As.;Quilmes;UNQ;Escuela Universitaria de Artes;Tecnicatura Universitaria en Creación Musical;Académica;2018;https://drive.google.com/file/d/1PmVnP3L0ul2inTLIjtiS8DapBKXF2eXy/view 
Bs. As.;Quilmes;UNQ;Escuela Universitaria de Artes;Tecnicatura Universitaria en Producción Musical y Nuevas Tecnologías;Académica;2018;https://euda.unq.edu.ar/tecnicatura-universitaria-en-produccion-musical-y-nuevas-tecnologias/ 
Bs. As.;La Plata;UNLP;Facultad de Artes;Licenciatura en Música Orientación Composición;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1UyPF6UslSiqVMcXahF2x39i-4ksKf0K6/view?usp=drive_link 
Bs. As.;La Plata;UNLP;Facultad de Artes;Profesorado en Música Orientación Composición;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1UyPF6UslSiqVMcXahF2x39i-4ksKf0K6/view?usp=drive_link 
Bs. As.;La Plata;UNLP;Facultad de Artes;Licenciatura en Música Orientación Dirección Coral;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1qKZI5iOwuDVmvbIM5Z_6H4fl6rS2P_Ax/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Profesorado en Música Orientación Dirección Coral;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1qKZI5iOwuDVmvbIM5Z_6H4fl6rS2P_Ax/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Licenciatura en Música Orientación Dirección Orquestal;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1UJfGk44DLvJ98_TXIaP7E_n35-J-Ji6l/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Profesorado en Música Orientación Dirección Orquestal;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1UJfGk44DLvJ98_TXIaP7E_n35-J-Ji6l/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Licenciatura en Música Orientación en Educación Musical;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1zovTCRyw-MMndWIe-qQkjRlUnoUS6s78/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Profesorado en Música Orientación en Educación Musical;Académica con menciones a lo popular;2006 (mod 2023); https://drive.google.com/file/d/1zovTCRyw-MMndWIe-qQkjRlUnoUS6s78/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Licenciatura en Música Orientación en Guitarra;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1vc_migJ6og5y3I4-HvQEgxlb0E91iy-V/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Profesorado en Música Orientación en Guitarra;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1vc_migJ6og5y3I4-HvQEgxlb0E91iy-V/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Licenciatura en Música Orientación en Música Popular;Popular;2008 (mod 2023); https://drive.google.com/file/d/1d3RbA_Yh50cLv9pulArCftBacqD254N6/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Profesorado en Música Orientación en Música Popular;Popular;2008 (mod 2023);https://drive.google.com/file/d/1d3RbA_Yh50cLv9pulArCftBacqD254N6/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Licenciatura en Música Orientación en Piano;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1POlU0QdHvDvh5rKY8rLIcwoiQ3kHPePH/view?usp=drive_link
Bs. As.;La Plata;UNLP;Facultad de Artes;Profesorado en Música Orientación en Piano;Académica con menciones a lo popular;2006 (mod 2023);https://drive.google.com/file/d/1POlU0QdHvDvh5rKY8rLIcwoiQ3kHPePH/view?usp=drive_link
